CustomerID,orderID,Item,period
17,227,N,"(60, 60)"
17,228,N,"(60, 62)"
17,229,N,"(40, 28)"
17,230,N,"(75, 73)"
17,231,N,"(75, 73)"
17,232,N,"(75, 79)"
18,233,M,"(30, 23)"
18,234,M,"(60, 61)"
18,235,T,"(60, 67)"
18,236,T,"(100, 92)"
18,237,S,"(100, 101)"
18,238,T,"(60, 54)"
18,239,S,"(60, 64)"
18,240,S,"(100, 99)"
18,241,M,"(60, 64)"
18,242,M,"(100, 101)"
18,243,M,"(30, 23)"
18,244,S,"(30, 30)"
18,245,M,"(30, 16)"
19,246,M,"(30, 24)"
19,247,M,"(75, 73)"
19,248,M,"(60, 55)"
19,249,M,"(30, 33)"
19,250,T,"(30, 24)"
19,251,M,"(40, 40)"
19,252,S,"(100, 94)"
19,253,M,"(100, 101)"
19,254,T,"(75, 71)"
19,255,S,"(100, 99)"
19,256,T,"(30, 36)"
19,257,S,"(30, 27)"
19,258,S,"(40, 39)"
19,259,M,"(100, 95)"
19,260,S,"(60, 63)"
20,261,M,"(30, 30)"
20,262,S,"(30, 29)"
20,263,M,"(30, 34)"
20,264,T,"(100, 100)"
20,265,M,"(60, 62)"
20,266,T,"(100, 99)"
20,267,S,"(30, 30)"
20,268,M,"(75, 79)"
20,269,M,"(40, 39)"
20,270,M,"(100, 103)"
20,271,T,"(100, 111)"
20,272,S,"(100, 95)"
20,273,T,"(60, 59)"
20,274,T,"(75, 79)"
20,275,M,"(75, 72)"
20,276,M,"(75, 68)"
21,277,M,"(30, 30)"
21,278,M,"(100, 100)"
21,279,M,"(100, 106)"
21,280,T,"(75, 72)"
21,281,S,"(100, 98)"
21,282,T,"(75, 86)"
21,283,S,"(100, 99)"
21,284,T,"(100, 95)"
21,285,T,"(60, 51)"
21,286,T,"(100, 94)"
21,287,T,"(60, 65)"
21,288,T,"(60, 50)"
21,289,T,"(30, 27)"
21,290,T,"(60, 58)"
22,291,M,"(30, 29)"
22,292,T,"(60, 63)"
22,293,S,"(100, 104)"
22,294,T,"(40, 44)"
22,295,S,"(100, 101)"
22,296,T,"(30, 21)"
22,297,M,"(30, 27)"
22,298,M,"(30, 33)"
22,299,S,"(100, 94)"
22,300,S,"(30, 33)"
22,301,T,"(100, 105)"
23,302,N,"(100, 95)"
23,303,P,"(100, 110)"
23,304,P,"(75, 74)"
23,305,O,"(40, 39)"
23,306,P,"(100, 87)"
23,307,P,"(60, 52)"
23,308,N,"(60, 60)"
23,309,N,"(75, 64)"
23,310,O,"(75, 75)"
23,311,N,"(40, 49)"
23,312,N,"(40, 39)"
23,313,N,"(40, 35)"
23,314,O,"(30, 27)"
23,315,O,"(30, 29)"
24,316,M,"(30, 25)"
24,317,T,"(75, 73)"
24,318,M,"(30, 30)"
24,319,T,"(60, 64)"
24,320,M,"(30, 29)"
24,321,T,"(30, 34)"
24,322,T,"(100, 104)"
24,323,S,"(75, 68)"
24,324,S,"(100, 104)"
24,325,T,"(40, 40)"
25,326,S,"(30, 33)"
25,327,S,"(100, 103)"
25,328,S,"(30, 33)"
25,329,M,"(30, 25)"
25,330,S,"(75, 72)"
25,331,T,"(60, 54)"
25,332,T,"(75, 76)"
25,333,S,"(75, 75)"
25,334,M,"(75, 81)"
25,335,S,"(75, 79)"
25,336,S,"(100, 94)"
26,337,S,"(100, 101)"
26,338,M,"(75, 75)"
26,339,T,"(100, 93)"
26,340,M,"(100, 98)"
26,341,S,"(100, 100)"
26,342,M,"(75, 74)"
26,343,T,"(100, 93)"
26,344,J,"(30, 15)"
26,345,M,"(100, 104)"
26,346,T,"(100, 102)"
26,347,M,"(75, 86)"
26,348,S,"(75, 72)"
26,349,T,"(100, 102)"
26,350,M,"(75, 78)"
26,351,S,"(100, 102)"
27,352,T,"(100, 100)"
27,353,T,"(30, 25)"
27,354,M,"(100, 96)"
27,355,M,"(40, 42)"
27,356,T,"(100, 100)"
27,357,M,"(60, 59)"
27,358,S,"(100, 101)"
27,359,T,"(75, 77)"
27,360,M,"(30, 26)"
27,361,S,"(100, 98)"
27,362,M,"(75, 75)"
27,363,T,"(60, 61)"
27,364,M,"(100, 102)"
28,365,M,"(75, 73)"
28,366,T,"(30, 29)"
28,367,M,"(100, 101)"
28,368,S,"(75, 70)"
28,369,M,"(40, 37)"
28,370,T,"(60, 56)"
28,371,M,"(100, 103)"
28,372,M,"(60, 67)"
28,373,M,"(100, 93)"
28,374,S,"(100, 106)"
28,375,M,"(60, 56)"
28,376,T,"(60, 55)"
28,377,T,"(30, 26)"
28,378,T,"(60, 57)"
28,379,T,"(60, 61)"
29,380,T,"(100, 104)"
29,381,T,"(100, 93)"
29,382,M,"(75, 73)"
29,383,T,"(75, 71)"
29,384,M,"(30, 27)"
29,385,S,"(30, 28)"
29,386,M,"(75, 77)"
29,387,M,"(40, 38)"
29,388,M,"(40, 41)"
29,389,M,"(30, 29)"
29,390,S,"(75, 71)"
29,391,S,"(40, 34)"
29,392,T,"(60, 49)"
29,393,T,"(60, 55)"
29,394,T,"(60, 55)"
29,395,S,"(60, 66)"
29,396,M,"(100, 104)"
29,397,T,"(100, 104)"
30,398,T,"(40, 42)"
30,399,S,"(100, 107)"
30,400,T,"(30, 36)"
30,401,T,"(100, 104)"
30,402,T,"(100, 109)"
30,403,T,"(40, 39)"
30,404,M,"(75, 76)"
30,405,M,"(75, 81)"
30,406,M,"(75, 66)"
30,407,M,"(100, 92)"
30,408,T,"(100, 100)"
30,409,T,"(30, 33)"
30,410,M,"(40, 37)"
30,411,T,"(30, 30)"
30,412,T,"(75, 75)"
30,413,T,"(100, 105)"
30,414,M,"(60, 67)"
30,415,S,"(100, 98)"
30,416,S,"(30, 25)"
31,417,S,"(40, 39)"
31,418,S,"(75, 78)"
31,419,T,"(30, 25)"
31,420,T,"(40, 31)"
31,421,S,"(30, 38)"
31,422,S,"(60, 65)"
31,423,T,"(60, 47)"
31,424,T,"(60, 69)"
31,425,M,"(75, 79)"
32,426,M,"(30, 28)"
32,427,S,"(100, 103)"
32,428,S,"(100, 101)"
32,429,T,"(30, 27)"
32,430,S,"(30, 32)"
32,431,S,"(75, 74)"
32,432,S,"(75, 73)"
32,433,S,"(30, 19)"
32,434,M,"(60, 47)"
32,435,S,"(30, 24)"
32,436,M,"(60, 59)"
32,437,T,"(40, 40)"
32,438,T,"(30, 25)"
32,439,S,"(60, 60)"
32,440,M,"(60, 67)"
32,441,T,"(30, 30)"
32,442,M,"(60, 59)"
33,443,O,"(75, 72)"
33,444,P,"(30, 34)"
33,445,O,"(40, 34)"
33,446,O,"(60, 63)"
33,447,N,"(40, 39)"
33,448,P,"(30, 28)"
33,449,O,"(60, 60)"
33,450,N,"(40, 41)"
33,451,O,"(30, 31)"
33,452,O,"(30, 24)"
33,453,O,"(30, 34)"
33,454,P,"(100, 97)"
33,455,P,"(100, 105)"
33,456,P,"(30, 42)"
34,457,T,"(30, 26)"
34,458,M,"(60, 66)"
34,459,T,"(75, 71)"
34,460,M,"(100, 95)"
34,461,S,"(75, 72)"
34,462,S,"(60, 59)"
34,463,S,"(100, 103)"
34,464,M,"(60, 60)"
34,465,M,"(60, 66)"
34,466,S,"(100, 105)"
34,467,T,"(60, 57)"
34,468,M,"(60, 68)"
35,469,M,"(30, 25)"
35,470,T,"(30, 32)"
35,471,T,"(100, 109)"
35,472,S,"(100, 106)"
35,473,S,"(40, 48)"
35,474,M,"(60, 60)"
35,475,M,"(30, 30)"
35,476,T,"(40, 34)"
35,477,M,"(30, 30)"
35,478,T,"(30, 28)"
36,479,N,"(75, 73)"
36,480,P,"(60, 58)"
36,481,N,"(100, 95)"
36,482,N,"(30, 26)"
36,483,N,"(60, 53)"
36,484,N,"(75, 66)"
36,485,P,"(40, 39)"
36,486,P,"(75, 82)"
36,487,P,"(75, 73)"
36,488,P,"(30, 34)"
36,489,N,"(100, 91)"
36,490,O,"(30, 33)"
36,491,O,"(30, 33)"
36,492,P,"(75, 73)"
36,493,N,"(30, 27)"
36,494,P,"(40, 36)"
36,495,N,"(40, 31)"
37,496,S,"(75, 72)"
37,497,S,"(30, 39)"
37,498,M,"(100, 99)"
37,499,M,"(60, 54)"
37,500,M,"(100, 99)"
37,501,S,"(60, 54)"
37,502,M,"(100, 105)"
37,503,T,"(60, 55)"
37,504,S,"(60, 57)"
37,505,T,"(75, 75)"
37,506,T,"(75, 73)"
37,507,S,"(60, 57)"
37,508,S,"(100, 102)"
37,509,M,"(100, 106)"
37,510,S,"(30, 36)"
37,511,S,"(30, 36)"
37,512,T,"(100, 97)"
37,513,M,"(30, 35)"
37,514,S,"(60, 61)"
38,515,T,"(40, 41)"
38,516,M,"(40, 41)"
38,517,J,"(30, 32)"
38,518,M,"(60, 52)"
38,519,S,"(60, 56)"
38,520,S,"(75, 67)"
38,521,S,"(100, 104)"
38,522,T,"(40, 39)"
38,523,J,"(30, 22)"
38,524,J,"(30, 27)"
38,525,T,"(60, 60)"
39,526,O,"(30, 31)"
39,527,P,"(75, 69)"
39,528,N,"(75, 75)"
39,529,O,"(100, 92)"
39,530,O,"(30, 26)"
39,531,N,"(100, 104)"
39,532,O,"(75, 66)"
39,533,N,"(75, 81)"
39,534,N,"(75, 71)"
39,535,N,"(60, 53)"
40,536,T,"(40, 41)"
40,537,M,"(40, 41)"
40,538,S,"(30, 37)"
40,539,M,"(60, 59)"
40,540,T,"(60, 54)"
40,541,S,"(60, 58)"
40,542,T,"(30, 30)"
40,543,S,"(60, 58)"
40,544,S,"(100, 97)"
40,545,M,"(100, 110)"
40,546,S,"(100, 97)"
40,547,T,"(60, 58)"
41,548,M,"(30, 34)"
41,549,M,"(30, 34)"
41,550,S,"(60, 63)"
41,551,M,"(100, 97)"
41,552,M,"(100, 104)"
41,553,T,"(30, 25)"
41,554,M,"(75, 73)"
41,555,S,"(100, 99)"
41,556,S,"(100, 103)"
41,557,M,"(75, 71)"
41,558,M,"(30, 38)"
41,559,S,"(75, 79)"
42,560,T,"(60, 56)"
42,561,M,"(40, 45)"
42,562,T,"(60, 53)"
42,563,S,"(30, 36)"
42,564,T,"(40, 35)"
42,565,T,"(60, 50)"
42,566,T,"(30, 24)"
42,567,M,"(75, 65)"
42,568,M,"(30, 32)"
42,569,M,"(40, 38)"
42,570,M,"(30, 24)"
42,571,M,"(100, 103)"
42,572,T,"(30, 26)"
42,573,T,"(75, 70)"
43,574,J,"(30, 34)"
43,575,T,"(100, 104)"
43,576,T,"(75, 73)"
43,577,M,"(100, 97)"
43,578,M,"(75, 72)"
43,579,T,"(60, 54)"
43,580,J,"(30, 35)"
43,581,M,"(40, 51)"
43,582,M,"(60, 49)"
43,583,S,"(100, 95)"
43,584,I,"(30, 28)"
44,585,S,"(30, 30)"
44,586,T,"(100, 97)"
44,587,M,"(100, 102)"
44,588,M,"(30, 29)"
44,589,S,"(60, 55)"
44,590,T,"(40, 42)"
44,591,T,"(30, 39)"
44,592,M,"(60, 62)"
44,593,T,"(75, 77)"
44,594,T,"(75, 74)"
44,595,M,"(60, 54)"
44,596,M,"(100, 119)"
44,597,M,"(75, 76)"
44,598,T,"(60, 55)"
44,599,M,"(60, 59)"
44,600,M,"(40, 45)"
44,601,S,"(100, 95)"
45,602,M,"(30, 27)"
45,603,S,"(30, 26)"
45,604,M,"(100, 97)"
45,605,T,"(30, 27)"
45,606,T,"(60, 69)"
45,607,M,"(100, 104)"
45,608,S,"(100, 96)"
45,609,M,"(60, 55)"
45,610,S,"(75, 79)"
45,611,M,"(100, 98)"
45,612,T,"(60, 57)"
45,613,T,"(60, 55)"
45,614,T,"(75, 68)"
45,615,M,"(60, 66)"
46,616,N,"(40, 36)"
46,617,O,"(75, 78)"
46,618,P,"(100, 99)"
46,619,O,"(75, 79)"
46,620,N,"(30, 25)"
46,621,O,"(30, 40)"
46,622,N,"(75, 81)"
46,623,P,"(60, 65)"
46,624,N,"(60, 57)"
46,625,P,"(30, 30)"
46,626,O,"(30, 26)"
46,627,O,"(100, 105)"
46,628,N,"(30, 33)"
46,629,N,"(30, 41)"
46,630,N,"(30, 35)"
46,631,P,"(100, 90)"
46,632,O,"(75, 76)"
47,633,M,"(40, 46)"
47,634,S,"(30, 29)"
47,635,S,"(60, 60)"
47,636,T,"(60, 62)"
47,637,T,"(100, 106)"
47,638,T,"(60, 67)"
47,639,T,"(100, 94)"
47,640,M,"(100, 109)"
47,641,T,"(40, 37)"
47,642,T,"(60, 59)"
47,643,M,"(30, 24)"
47,644,T,"(100, 91)"
47,645,S,"(100, 94)"
48,646,M,"(75, 70)"
48,647,T,"(100, 95)"
48,648,M,"(75, 66)"
48,649,T,"(75, 74)"
48,650,T,"(100, 107)"
48,651,T,"(100, 99)"
48,652,T,"(60, 63)"
48,653,M,"(40, 37)"
48,654,S,"(30, 27)"
48,655,S,"(30, 28)"
48,656,S,"(40, 38)"
48,657,T,"(40, 35)"
48,658,T,"(60, 55)"
49,659,S,"(30, 35)"
49,660,T,"(30, 29)"
49,661,T,"(100, 100)"
49,662,M,"(30, 25)"
49,663,M,"(30, 37)"
49,664,M,"(30, 30)"
49,665,T,"(40, 31)"
49,666,T,"(30, 20)"
49,667,T,"(60, 54)"
49,668,M,"(40, 35)"
49,669,S,"(30, 37)"
50,670,S,"(30, 35)"
50,671,S,"(40, 33)"
50,672,S,"(40, 46)"
50,673,M,"(60, 65)"
50,674,M,"(100, 99)"
50,675,M,"(75, 77)"
50,676,T,"(100, 87)"
50,677,S,"(60, 60)"
50,678,T,"(100, 101)"
50,679,S,"(60, 58)"
51,680,N,"(75, 68)"
51,681,N,"(75, 69)"
51,682,O,"(100, 110)"
51,683,N,"(30, 28)"
51,684,P,"(100, 105)"
51,685,O,"(100, 85)"
51,686,N,"(30, 34)"
51,687,P,"(30, 31)"
51,688,O,"(30, 31)"
51,689,P,"(30, 26)"
51,690,N,"(75, 74)"
51,691,O,"(30, 27)"
51,692,P,"(75, 82)"
51,693,P,"(100, 96)"
52,694,N,"(30, 34)"
52,695,N,"(100, 91)"
52,696,N,"(30, 27)"
52,697,O,"(30, 16)"
52,698,O,"(75, 72)"
52,699,N,"(100, 98)"
52,700,N,"(40, 38)"
52,701,N,"(100, 104)"
52,702,N,"(60, 66)"
52,703,P,"(60, 55)"
52,704,N,"(60, 57)"
52,705,O,"(60, 69)"
52,706,O,"(100, 100)"
53,707,T,"(30, 26)"
53,708,T,"(60, 58)"
53,709,M,"(30, 29)"
53,710,M,"(30, 25)"
53,711,S,"(75, 78)"
53,712,M,"(60, 65)"
53,713,M,"(30, 32)"
53,714,T,"(30, 29)"
54,715,M,"(30, 23)"
54,716,S,"(30, 30)"
54,717,M,"(60, 45)"
54,718,T,"(100, 101)"
54,719,T,"(30, 23)"
54,720,S,"(100, 97)"
54,721,S,"(30, 21)"
54,722,S,"(60, 58)"
54,723,T,"(60, 65)"
54,724,M,"(30, 31)"
54,725,T,"(60, 55)"
54,726,M,"(75, 73)"
54,727,M,"(100, 105)"
55,728,O,"(30, 19)"
55,729,N,"(100, 95)"
55,730,N,"(100, 105)"
55,731,O,"(100, 104)"
55,732,N,"(100, 92)"
55,733,O,"(60, 51)"
55,734,P,"(30, 28)"
55,735,O,"(100, 97)"
55,736,N,"(100, 99)"
55,737,O,"(40, 27)"
56,738,T,"(30, 24)"
56,739,M,"(100, 96)"
56,740,T,"(60, 59)"
56,741,S,"(75, 72)"
56,742,S,"(100, 99)"
56,743,T,"(30, 29)"
56,744,S,"(40, 49)"
56,745,M,"(40, 45)"
56,746,T,"(60, 61)"
56,747,S,"(40, 39)"
56,748,T,"(40, 36)"
57,749,T,"(100, 97)"
57,750,S,"(30, 35)"
57,751,M,"(30, 28)"
57,752,M,"(100, 102)"
57,753,T,"(30, 33)"
57,754,T,"(60, 58)"
57,755,S,"(30, 30)"
57,756,S,"(30, 33)"
57,757,M,"(30, 31)"
57,758,M,"(30, 26)"
57,759,S,"(75, 68)"
57,760,T,"(75, 80)"
57,761,T,"(75, 78)"
57,762,M,"(75, 79)"
58,763,T,"(40, 32)"
58,764,M,"(60, 53)"
58,765,M,"(60, 61)"
58,766,S,"(60, 49)"
58,767,M,"(30, 34)"
58,768,S,"(30, 27)"
58,769,T,"(100, 92)"
58,770,T,"(75, 77)"
58,771,M,"(40, 38)"
58,772,S,"(40, 43)"
58,773,T,"(100, 105)"
59,774,M,"(100, 92)"
59,775,M,"(75, 79)"
59,776,M,"(40, 38)"
59,777,S,"(30, 38)"
59,778,T,"(60, 62)"
59,779,T,"(40, 41)"
59,780,T,"(100, 92)"
59,781,M,"(60, 68)"
59,782,S,"(40, 42)"
59,783,T,"(100, 93)"
59,784,T,"(30, 32)"
59,785,T,"(30, 29)"
59,786,M,"(100, 108)"
59,787,T,"(100, 101)"
60,788,O,"(30, 38)"
60,789,N,"(75, 71)"
60,790,N,"(75, 77)"
60,791,O,"(30, 27)"
60,792,P,"(100, 96)"
60,793,P,"(30, 21)"
60,794,N,"(60, 69)"
60,795,O,"(30, 30)"
60,796,N,"(100, 96)"
60,797,O,"(40, 43)"
61,798,M,"(30, 26)"
61,799,S,"(100, 104)"
61,800,T,"(60, 57)"
61,801,T,"(100, 100)"
61,802,M,"(40, 38)"
61,803,M,"(60, 49)"
61,804,M,"(100, 101)"
61,805,M,"(40, 32)"
61,806,T,"(60, 55)"
61,807,T,"(60, 58)"
61,808,S,"(40, 42)"
61,809,S,"(30, 21)"
61,810,S,"(30, 32)"
61,811,S,"(60, 58)"
61,812,S,"(75, 72)"
62,813,S,"(30, 34)"
62,814,S,"(30, 27)"
62,815,M,"(40, 32)"
62,816,S,"(40, 33)"
62,817,S,"(30, 30)"
62,818,T,"(60, 55)"
62,819,T,"(100, 106)"
62,820,M,"(100, 105)"
62,821,S,"(100, 99)"
62,822,T,"(75, 73)"
62,823,T,"(60, 50)"
62,824,T,"(60, 55)"
62,825,M,"(75, 72)"
63,826,M,"(30, 30)"
63,827,T,"(30, 33)"
63,828,S,"(60, 63)"
63,829,M,"(40, 33)"
63,830,T,"(40, 39)"
63,831,M,"(40, 44)"
63,832,M,"(60, 59)"
63,833,S,"(75, 72)"
63,834,M,"(75, 75)"
64,835,S,"(30, 27)"
64,836,M,"(30, 30)"
64,837,T,"(40, 35)"
64,838,T,"(60, 65)"
64,839,M,"(100, 105)"
64,840,M,"(60, 58)"
64,841,M,"(60, 49)"
64,842,T,"(30, 42)"
64,843,M,"(100, 99)"
65,844,M,"(100, 91)"
65,845,S,"(30, 31)"
65,846,S,"(100, 98)"
65,847,M,"(30, 28)"
65,848,S,"(30, 31)"
65,849,M,"(30, 28)"
65,850,M,"(75, 76)"
65,851,T,"(30, 29)"
65,852,M,"(100, 102)"
65,853,T,"(40, 37)"
65,854,S,"(30, 30)"
66,855,S,"(60, 53)"
66,856,T,"(100, 107)"
66,857,M,"(60, 70)"
66,858,S,"(75, 75)"
66,859,S,"(75, 74)"
66,860,T,"(75, 70)"
66,861,M,"(60, 57)"
66,862,S,"(30, 34)"
66,863,M,"(60, 63)"
67,864,M,"(40, 31)"
67,865,M,"(100, 100)"
67,866,S,"(30, 23)"
67,867,M,"(60, 57)"
67,868,T,"(100, 90)"
67,869,T,"(75, 74)"
67,870,M,"(60, 63)"
67,871,S,"(75, 73)"
67,872,S,"(30, 36)"
67,873,M,"(30, 30)"
67,874,M,"(30, 36)"
67,875,S,"(100, 104)"
68,876,T,"(30, 34)"
68,877,S,"(30, 28)"
68,878,M,"(30, 37)"
68,879,M,"(30, 24)"
68,880,M,"(60, 62)"
68,881,M,"(30, 21)"
68,882,S,"(60, 61)"
68,883,M,"(60, 59)"
68,884,T,"(60, 61)"
68,885,T,"(30, 33)"
69,886,M,"(30, 32)"
69,887,T,"(40, 41)"
69,888,S,"(30, 31)"
69,889,M,"(100, 96)"
69,890,T,"(100, 98)"
69,891,S,"(30, 24)"
69,892,S,"(100, 98)"
69,893,T,"(100, 101)"
69,894,M,"(30, 32)"
69,895,T,"(40, 40)"
69,896,M,"(40, 41)"
69,897,T,"(40, 36)"
70,898,T,"(60, 54)"
70,899,M,"(30, 26)"
70,900,S,"(60, 61)"
70,901,T,"(40, 43)"
70,902,T,"(30, 29)"
70,903,T,"(100, 107)"
70,904,M,"(30, 41)"
70,905,T,"(30, 34)"
70,906,S,"(60, 66)"
70,907,S,"(30, 25)"
70,908,S,"(60, 65)"
70,909,S,"(40, 33)"
70,910,M,"(40, 35)"
70,911,S,"(75, 64)"
71,912,M,"(30, 33)"
71,913,S,"(100, 100)"
71,914,S,"(30, 23)"
71,915,S,"(75, 63)"
71,916,S,"(100, 108)"
71,917,S,"(30, 35)"
71,918,M,"(60, 62)"
71,919,S,"(60, 61)"
71,920,M,"(75, 83)"
71,921,T,"(100, 95)"
71,922,M,"(30, 29)"
71,923,S,"(30, 34)"
71,924,S,"(75, 81)"
71,925,M,"(100, 98)"
72,926,S,"(30, 25)"
72,927,T,"(30, 34)"
72,928,M,"(30, 33)"
72,929,S,"(75, 76)"
72,930,S,"(75, 68)"
72,931,T,"(75, 70)"
