CustomerID,gender,age,job,marital,province,city,size,exchange,orderID,Item,period
10,MALE,60대 이상,전문직,SINGLE,광주시,북구(광주),L,5.5,61,L,94
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,62,J,60
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,63,L,98
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,64,M,62
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,65,C,69
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,66,N,105
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,67,A,99
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,68,C,72
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,69,S,41
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,70,S,24
11,MALE,20대,직장인,SINGLE,전라도,광양시,M,3.6,71,K,72
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,72,G,74
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,73,L,109
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,74,E,62
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,75,F,31
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,76,Q,28
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,77,B,99
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,78,E,52
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,79,R,28
12,MALE,40대,자영업,SINGLE,전라도,해남군,XL,3.1,80,F,37
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,81,F,44
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,82,E,53
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,83,B,97
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,84,C,80
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,85,G,69
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,86,B,109
13,MALE,30대,직장인,MARRIED,전라도,곡성군,XL,0.9,87,U,40
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,88,T,33
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,89,T,36
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,90,S,31
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,91,S,35
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,92,H,80
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,93,F,39
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,94,M,61
14,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.9,95,R,30
15,FEMALE,40대,전문직,MARRIED,경기도,가평군,44,2.3,96,Q,29
15,FEMALE,40대,전문직,MARRIED,경기도,가평군,44,2.3,97,R,31
15,FEMALE,40대,전문직,MARRIED,경기도,가평군,44,2.3,98,B,98
15,FEMALE,40대,전문직,MARRIED,경기도,가평군,44,2.3,99,P,26
15,FEMALE,40대,전문직,MARRIED,경기도,가평군,44,2.3,100,C,74
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,101,U,27
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,102,U,34
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,103,A,101
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,104,Q,37
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,105,R,33
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,106,F,38
16,FEMALE,20대,학생,SINGLE,광주시,서구(광주),44,4.6,107,F,44
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,108,T,34
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,109,F,38
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,110,Q,20
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,111,Q,33
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,112,B,97
17,FEMALE,50대,직장인,SINGLE,경기도,가평군,44,4.4,113,F,46
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,114,G,76
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,115,B,98
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,116,Q,23
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,117,M,69
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,118,N,105
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,119,O,29
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,120,M,62
18,MALE,40대,계약직,MARRIED,서울시,강남구,S,1.9,121,S,32
19,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),66,2.9,122,Q,29
19,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),66,2.9,123,F,39
19,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),66,2.9,124,R,36
19,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),66,2.9,125,F,35
19,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),66,2.9,126,E,54
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,127,R,33
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,128,E,60
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,129,Q,26
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,130,P,21
20,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),66,4.5,131,L,101
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,132,N,91
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,133,N,104
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,134,L,97
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,135,A,100
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,136,E,61
21,FEMALE,40대,직장인,MARRIED,서울시,마포구,44,2.7,137,B,100
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,138,F,42
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,139,A,102
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,140,J,62
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,141,M,62
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,142,M,59
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,143,T,46
22,MALE,60대 이상,직장인,MARRIED,광주시,북구(광주),M,1.8,144,S,28
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,145,Q,41
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,146,H,75
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,147,B,101
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,148,B,100
23,FEMALE,30대,직장인,MARRIED,충청도,홍성군,66,2.5,149,B,103
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,150,T,27
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,151,T,35
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,152,M,61
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,153,J,62
24,FEMALE,40대,자영업,MARRIED,서울시,강남구,66,3.7,154,K,72
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,155,M,56
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,156,C,71
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,157,D,49
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,158,G,80
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,159,D,63
25,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,3.7,160,S,34
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,161,T,37
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,162,U,29
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,163,O,31
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,164,I,108
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,165,F,40
26,FEMALE,50대,직장인,SINGLE,경상도,남구(포항시),44,5.4,166,D,61
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,167,C,64
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,168,F,40
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,169,J,60
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,170,J,59
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,171,J,64
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,172,G,70
27,MALE,60대 이상,직장인,MARRIED,전라도,광양시,L,1.4,173,S,25
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,174,O,38
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,175,S,26
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,176,L,103
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,177,D,57
28,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,4.5,178,I,105
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,179,K,76
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,180,A,105
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,181,K,81
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,182,A,101
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,183,C,71
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,184,A,99
29,MALE,40대,자영업,MARRIED,서울시,강남구,L,4.9,185,G,75
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,186,J,52
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,187,J,67
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,188,T,37
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,189,C,82
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,190,K,75
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,191,P,34
30,MALE,20대,자영업,MARRIED,광주시,서구(광주),L,0.9,192,U,30
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,193,Q,34
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,194,D,61
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,195,H,65
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,196,L,97
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,197,G,78
31,FEMALE,20대,직장인,SINGLE,전라도,곡성군,44,5.3,198,U,32
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,199,K,78
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,200,C,80
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,201,P,29
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,202,A,101
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,203,N,99
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,204,C,71
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,205,T,37
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,206,H,71
32,MALE,50대,직장인,SINGLE,서울시,마포구,L,2.9,207,D,60
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,208,T,44
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,209,M,61
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,210,T,38
33,FEMALE,50대,자영업,MARRIED,전라도,구례군,55,5.7,211,M,65
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,212,C,76
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,213,A,100
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,214,H,73
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,215,L,95
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,216,H,66
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,217,K,79
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,218,B,103
34,MALE,20대,직장인,MARRIED,서울시,양천구,S,0.4,219,N,97
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,220,J,57
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,221,J,63
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,222,J,57
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,223,S,30
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,224,B,97
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,225,N,101
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,226,A,98
35,MALE,40대,직장인,MARRIED,광주시,북구(광주),L,3.1,227,H,83
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,228,S,42
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,229,O,33
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,230,O,32
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,231,U,34
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,232,S,33
36,FEMALE,60대 이상,자영업,SINGLE,서울시,양천구,44,5.7,233,M,58
37,FEMALE,20대,자영업,MARRIED,서울시,강남구,44,4.8,234,O,29
37,FEMALE,20대,자영업,MARRIED,서울시,강남구,44,4.8,235,N,98
37,FEMALE,20대,자영업,MARRIED,서울시,강남구,44,4.8,236,O,26
37,FEMALE,20대,자영업,MARRIED,서울시,강남구,44,4.8,237,N,103
37,FEMALE,20대,자영업,MARRIED,서울시,강남구,44,4.8,238,F,46
38,FEMALE,60대 이상,직장인,MARRIED,대구시,중구(대구),44,3.2,239,N,98
38,FEMALE,60대 이상,직장인,MARRIED,대구시,중구(대구),44,3.2,240,K,62
38,FEMALE,60대 이상,직장인,MARRIED,대구시,중구(대구),44,3.2,241,I,104
38,FEMALE,60대 이상,직장인,MARRIED,대구시,중구(대구),44,3.2,242,I,99
39,FEMALE,20대,자영업,MARRIED,광주시,서구(광주),66,4.7,243,N,91
39,FEMALE,20대,자영업,MARRIED,광주시,서구(광주),66,4.7,244,U,30
39,FEMALE,20대,자영업,MARRIED,광주시,서구(광주),66,4.7,245,U,29
39,FEMALE,20대,자영업,MARRIED,광주시,서구(광주),66,4.7,246,E,59
39,FEMALE,20대,자영업,MARRIED,광주시,서구(광주),66,4.7,247,M,53
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,248,Q,31
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,249,E,57
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,250,R,26
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,251,T,36
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,252,D,61
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,253,I,102
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,254,J,62
40,FEMALE,30대,직장인,SINGLE,서울시,양천구,66,6,255,C,66
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,256,D,55
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,257,L,108
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,258,D,60
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,259,S,29
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,260,S,29
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,261,K,77
41,MALE,50대,직장인,MARRIED,서울시,마포구,L,0.3,262,N,108
42,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),66,4.8,263,R,22
42,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),66,4.8,264,Q,21
42,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),66,4.8,265,B,97
42,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),66,4.8,266,D,60
42,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),66,4.8,267,A,103
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,268,U,33
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,269,O,22
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,270,I,102
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,271,H,69
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,272,H,78
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,273,E,63
43,FEMALE,40대,직장인,SINGLE,충청도,진천군,44,4.3,274,R,32
44,FEMALE,50대,자영업,MARRIED,충청도,진천군,66,4.5,275,O,29
44,FEMALE,50대,자영업,MARRIED,충청도,진천군,66,4.5,276,N,101
44,FEMALE,50대,자영업,MARRIED,충청도,진천군,66,4.5,277,L,102
44,FEMALE,50대,자영업,MARRIED,충청도,진천군,66,4.5,278,R,43
45,FEMALE,20대,직장인,MARRIED,전라도,익산시,66,2.4,279,T,36
45,FEMALE,20대,직장인,MARRIED,전라도,익산시,66,2.4,280,A,91
45,FEMALE,20대,직장인,MARRIED,전라도,익산시,66,2.4,281,U,29
45,FEMALE,20대,직장인,MARRIED,전라도,익산시,66,2.4,282,N,93
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2,283,M,64
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2,284,L,98
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2,285,G,72
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2,286,M,57
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2,287,K,74
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,288,G,79
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,289,O,33
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,290,P,31
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,291,R,34
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,292,E,63
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,293,U,24
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,294,C,71
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2,295,U,31
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5,296,M,60
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5,297,T,50
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5,298,J,64
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5,299,S,32
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5,300,M,49
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,301,N,94
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,302,E,48
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,303,O,20
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,304,U,29
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,305,M,59
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,306,F,40
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,307,K,77
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6,308,C,77
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,309,C,72
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,310,C,70
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,311,C,83
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,312,C,74
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,313,C,77
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,314,K,69
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,315,C,67
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2,316,I,107
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,317,I,97
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,318,I,94
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,319,H,80
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,320,S,33
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,321,S,27
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,322,T,40
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,323,S,31
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,324,M,65
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9,325,T,41
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9,326,S,32
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9,327,T,42
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9,328,M,58
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9,329,A,97
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9,330,A,105
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,331,A,105
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,332,C,77
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,333,A,103
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,334,A,95
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,335,A,107
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8,336,C,72
54,FEMALE,20대,자영업,MARRIED,광주시,북구(광주),44,1.6,337,T,32
54,FEMALE,20대,자영업,MARRIED,광주시,북구(광주),44,1.6,338,M,62
