CustomerID,gender,age,job,marital,province,city,size,exchange
45,FEMALE,20대,직장인,MARRIED,전라도,익산시,66,2.4
46,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),44,3.2
47,MALE,20대,전문직,MARRIED,충청도,충주시,M,1.2
48,FEMALE,50대,자영업,MARRIED,광주시,서구(광주),44,4.5
49,FEMALE,30대,직장인,SINGLE,대구시,수성구,77,6.0
50,MALE,40대,전문직,MARRIED,경기도,포천시,M,3.2
51,MALE,30대,직장인,SINGLE,전라도,곡성군,M,2.9
52,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),44,3.9
53,MALE,20대,학생,MARRIED,경기도,평택시,L,2.8
54,FEMALE,20대,자영업,MARRIED,광주시,북구(광주),44,1.6
55,MALE,20대,직장인,MARRIED,충청도,진천군,M,0.5
56,FEMALE,30대,직장인,MARRIED,서울시,마포구,55,3.0
57,FEMALE,20대,직장인,SINGLE,대구시,중구(대구),55,4.7
58,FEMALE,60대 이상,직장인,MARRIED,서울시,마포구,44,3.1
59,FEMALE,40대,자영업,SINGLE,광주시,서구(광주),,5.9
60,FEMALE,60대 이상,자영업,SINGLE,충청도,진천군,66,6.0
61,MALE,30대,직장인,SINGLE,서울시,강남구,M,1.7
62,MALE,30대,자영업,MARRIED,서울시,강남구,S,2.3
63,MALE,30대,직장인,MARRIED,전라도,광양시,M,3.3
64,FEMALE,30대,전문직,SINGLE,대구시,달서구,44,5.9
65,FEMALE,20대,직장인,MARRIED,서울시,양천구,66,5.3
66,MALE,20대,자영업,SINGLE,서울시,양천구,M,5.1
67,FEMALE,40대,직장인,MARRIED,서울시,강남구,55,4.5
68,MALE,20대,자영업,SINGLE,경기도,가평군,M,2.7
69,FEMALE,60대 이상,전문직,MARRIED,광주시,북구(광주),44,1.3
70,MALE,미상,직장인,MARRIED,충청도,홍성군,L,-0.2
71,FEMALE,20대,직장인,MARRIED,경기도,평택시,55,2.0
72,FEMALE,30대,직장인,SINGLE,서울시,강남구,66,5.5
73,MALE,40대,직장인,MARRIED,서울시,양천구,L,2.1
74,FEMALE,30대,직장인,MARRIED,서울시,강남구,55,6.2
75,MALE,30대,전문직,MARRIED,서울시,강북구,L,3.4
76,FEMALE,30대,직장인,MARRIED,대구시,달성군,44,3.6
77,MALE,40대,직장인,MARRIED,전라도,익산시,S,2.7
78,FEMALE,20대,자영업,SINGLE,광주시,북구(광주),55,6.0
79,FEMALE,60대 이상,직장인,MARRIED,서울시,강남구,66,4.3
80,FEMALE,60대 이상,자영업,MARRIED,경상도,함안군,55,1.1
81,MALE,20대,계약직,SINGLE,서울시,양천구,L,5.0
82,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),66,7.5
83,FEMALE,20대,계약직,MARRIED,대구시,수성구,44,2.9
84,MALE,40대,전문직,SINGLE,광주시,서구(광주),L,2.3
85,FEMALE,60대 이상,계약직,MARRIED,대구시,달성군,55,3.6
86,FEMALE,60대 이상,자영업,SINGLE,경기도,포천시,66,5.8
87,MALE,40대,전문직,MARRIED,충청도,청주시,S,-0.6
88,FEMALE,40대,직장인,MARRIED,서울시,양천구,66,2.5
89,MALE,60대 이상,자영업,MARRIED,광주시,광산구,L,1.5
90,MALE,60대 이상,직장인,MARRIED,광주시,동구(광주),XL,0.0
91,FEMALE,40대,직장인,MARRIED,광주시,북구(광주),44,5.1
92,MALE,30대,직장인,MARRIED,광주시,광산구,L,1.7
93,FEMALE,30대,직장인,MARRIED,경기도,평택시,55,2.2
94,FEMALE,30대,자영업,MARRIED,경기도,가평군,55,3.5
95,FEMALE,40대,직장인,MARRIED,충청도,홍성군,44,2.6
96,MALE,30대,직장인,MARRIED,대구시,수성구,M,1.0
97,FEMALE,50대,직장인,MARRIED,광주시,서구(광주),66,5.4
98,FEMALE,40대,자영업,SINGLE,서울시,양천구,44,5.0
99,MALE,50대,자영업,MARRIED,경기도,가평군,XL,0.1
100,FEMALE,20대,자영업,MARRIED,경기도,평택시,66,3.3
101,MALE,50대,자영업,SINGLE,광주시,서구(광주),M,4.0
102,FEMALE,40대,직장인,MARRIED,서울시,양천구,55,2.7
103,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.5
104,FEMALE,30대,자영업,SINGLE,충청도,청주시,44,7.4
105,FEMALE,40대,직장인,MARRIED,충청도,충주시,44,4.7
106,MALE,50대,전문직,SINGLE,서울시,강남구,L,6.1
107,FEMALE,30대,직장인,SINGLE,광주시,남구(광주),44,4.7
108,FEMALE,30대,직장인,MARRIED,경상도,북구(포항시),44,3.1
109,FEMALE,30대,직장인,MARRIED,광주시,동구(광주),44,3.1
110,FEMALE,20대,자영업,MARRIED,전라도,익산시,44,2.2
111,FEMALE,20대,계약직,SINGLE,서울시,양천구,44,5.0
112,FEMALE,30대,자영업,SINGLE,광주시,북구(광주),44,5.5
113,FEMALE,40대,직장인,MARRIED,대구시,수성구,55,4.5
114,FEMALE,40대,전문직,MARRIED,서울시,양천구,55,5.0
115,FEMALE,40대,자영업,MARRIED,광주시,북구(광주),44,4.6
116,FEMALE,30대,직장인,SINGLE,서울시,강남구,55,5.0
117,MALE,50대,전문직,MARRIED,경상도,북구(포항시),S,2.6
118,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),55,3.8
119,FEMALE,50대,자영업,MARRIED,서울시,강남구,44,4.7
120,FEMALE,50대,전문직,SINGLE,경상도,함안군,44,5.5
121,MALE,30대,자영업,SINGLE,대구시,수성구,S,4.1
122,MALE,40대,자영업,SINGLE,대구시,수성구,L,4.3
123,FEMALE,30대,직장인,MARRIED,서울시,양천구,66,4.8
124,MALE,40대,자영업,MARRIED,대구시,달서구,L,2.6
125,FEMALE,50대,자영업,SINGLE,대구시,수성구,55,6.7
126,MALE,40대,직장인,MARRIED,서울시,강남구,L,0.9
127,FEMALE,50대,계약직,MARRIED,충청도,청주시,66,3.6
128,FEMALE,50대,자영업,MARRIED,충청도,충주시,55,3.3
129,FEMALE,30대,직장인,SINGLE,충청도,진천군,55,5.6
130,MALE,30대,전문직,MARRIED,광주시,남구(광주),S,0.2
131,FEMALE,40대,직장인,SINGLE,충청도,천안시,66,4.7
132,MALE,60대 이상,직장인,SINGLE,대구시,수성구,L,3.6
133,FEMALE,50대,직장인,MARRIED,광주시,북구(광주),44,3.3
134,FEMALE,50대,계약직,SINGLE,경상도,하동군,55,5.3
135,MALE,40대,자영업,SINGLE,전라도,곡성군,L,3.2
136,FEMALE,60대 이상,전문직,MARRIED,경상도,남구(포항시),66,1.8
137,FEMALE,50대,직장인,SINGLE,서울시,강북구,44,5.6
138,FEMALE,30대,직장인,SINGLE,서울시,마포구,66,5.6
139,MALE,50대,직장인,MARRIED,경기도,포천시,L,2.3
140,FEMALE,60대 이상,직장인,MARRIED,대구시,수성구,44,1.0
141,FEMALE,60대 이상,직장인,SINGLE,광주시,북구(광주),44,4.8
142,FEMALE,20대,전문직,MARRIED,전라도,광양시,55,4.9
143,FEMALE,30대,전문직,SINGLE,경기도,가평군,44,5.4
144,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.3
145,FEMALE,20대,직장인,SINGLE,대구시,달서구,55,5.1
146,FEMALE,20대,자영업,MARRIED,서울시,양천구,55,4.3
147,MALE,50대,자영업,SINGLE,서울시,양천구,S,4.0
148,MALE,20대,전문직,MARRIED,대구시,북구(대구),L,1.2
149,FEMALE,50대,전문직,MARRIED,경기도,화성시,77,4.7
150,FEMALE,30대,전문직,MARRIED,경기도,평택시,55,2.5
151,FEMALE,50대,전문직,MARRIED,경기도,평택시,44,4.4
152,MALE,20대,직장인,MARRIED,경상도,북구(포항시),S,0.8
153,FEMALE,30대,직장인,SINGLE,경기도,포천시,77,6.6
154,MALE,20대,학생,SINGLE,전라도,구례군,L,5.3
155,FEMALE,20대,전문직,MARRIED,충청도,홍성군,44,1.9
156,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),55,4.1
157,MALE,40대,직장인,MARRIED,대구시,수성구,S,2.2
158,FEMALE,50대,직장인,SINGLE,충청도,충주시,66,7.1
159,FEMALE,40대,직장인,MARRIED,충청도,홍성군,66,3.1
160,FEMALE,30대,계약직,SINGLE,서울시,강남구,44,5.7
161,FEMALE,50대,직장인,MARRIED,대구시,수성구,44,3.4
162,FEMALE,30대,자영업,SINGLE,전라도,해남군,55,5.8
163,MALE,30대,전문직,MARRIED,충청도,홍성군,S,-0.6
164,FEMALE,40대,직장인,SINGLE,경기도,포천시,44,5.6
165,FEMALE,20대,자영업,SINGLE,광주시,서구(광주),55,6.5
166,FEMALE,30대,직장인,MARRIED,전라도,익산시,55,4.4
167,MALE,20대,학생,MARRIED,서울시,강남구,XL,1.0
168,FEMALE,20대,전문직,MARRIED,충청도,홍성군,44,3.3
169,MALE,20대,직장인,MARRIED,충청도,홍성군,S,-0.1
170,MALE,50대,직장인,MARRIED,서울시,양천구,,3.1
171,MALE,30대,전문직,MARRIED,대구시,수성구,L,0.5
172,FEMALE,50대,전문직,SINGLE,광주시,서구(광주),55,5.3
173,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),55,5.5
174,FEMALE,20대,전문직,MARRIED,광주시,서구(광주),44,2.6
175,FEMALE,40대,자영업,MARRIED,대구시,달성군,44,2.9
176,FEMALE,20대,자영업,SINGLE,경기도,평택시,66,6.2
177,MALE,40대,계약직,MARRIED,광주시,서구(광주),M,0.5
178,FEMALE,20대,학생,SINGLE,경상도,함안군,44,6.0
179,MALE,30대,직장인,MARRIED,경상도,하동군,L,2.9
180,FEMALE,20대,자영업,MARRIED,경상도,함안군,55,3.9
181,FEMALE,30대,전문직,MARRIED,대구시,수성구,55,5.7
182,MALE,40대,전문직,SINGLE,서울시,양천구,XL,4.5
183,FEMALE,20대,자영업,SINGLE,서울시,강남구,66,5.3
184,MALE,40대,직장인,MARRIED,경상도,남구(포항시),M,1.8
185,MALE,30대,전문직,SINGLE,광주시,광산구,L,3.2
186,MALE,50대,전문직,MARRIED,전라도,익산시,L,1.6
187,FEMALE,20대,자영업,SINGLE,대구시,수성구,44,3.9
188,MALE,40대,전문직,SINGLE,전라도,해남군,M,3.9
189,FEMALE,40대,전문직,SINGLE,경기도,안양시,66,5.2
190,MALE,40대,계약직,MARRIED,광주시,광산구,S,-0.0
191,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.7
192,FEMALE,40대,전문직,MARRIED,충청도,홍성군,44,3.0
193,MALE,60대 이상,직장인,SINGLE,전라도,곡성군,M,3.5
194,MALE,20대,직장인,MARRIED,전라도,곡성군,XL,0.9
195,FEMALE,50대,직장인,MARRIED,경기도,포천시,55,3.9
196,FEMALE,20대,직장인,MARRIED,서울시,강북구,66,3.8
197,FEMALE,50대,직장인,SINGLE,경기도,평택시,44,5.4
198,FEMALE,30대,자영업,SINGLE,충청도,청주시,44,6.8
199,FEMALE,20대,직장인,MARRIED,경기도,안양시,44,3.4
200,FEMALE,60대 이상,직장인,SINGLE,서울시,양천구,66,5.4
201,MALE,20대,직장인,MARRIED,광주시,서구(광주),S,-0.1
202,FEMALE,50대,자영업,SINGLE,광주시,북구(광주),55,5.1
203,FEMALE,20대,직장인,MARRIED,충청도,천안시,55,2.9
204,FEMALE,20대,직장인,MARRIED,전라도,광양시,55,3.6
205,FEMALE,50대,직장인,MARRIED,광주시,동구(광주),66,4.5
206,FEMALE,20대,직장인,MARRIED,경상도,남구(포항시),66,3.2
207,MALE,50대,계약직,MARRIED,대구시,수성구,L,1.4
208,MALE,50대,직장인,SINGLE,대구시,달성군,L,4.8
209,MALE,20대,자영업,MARRIED,광주시,동구(광주),L,3.5
210,FEMALE,20대,계약직,SINGLE,경기도,평택시,44,5.5
211,FEMALE,50대,전문직,MARRIED,광주시,광산구,55,4.5
212,FEMALE,20대,직장인,MARRIED,서울시,강남구,66,2.5
213,MALE,50대,직장인,SINGLE,대구시,수성구,M,6.1
214,MALE,20대,직장인,MARRIED,서울시,양천구,L,2.3
215,MALE,50대,직장인,SINGLE,서울시,마포구,M,4.7
216,MALE,30대,직장인,SINGLE,경기도,화성시,S,4.8
217,FEMALE,20대,직장인,MARRIED,서울시,강북구,55,3.8
218,FEMALE,20대,자영업,MARRIED,경기도,평택시,44,2.5
219,FEMALE,40대,직장인,MARRIED,충청도,충주시,55,3.5
220,FEMALE,50대,전문직,MARRIED,충청도,천안시,44,2.9
221,MALE,20대,학생,MARRIED,서울시,강남구,L,2.0
222,FEMALE,40대,직장인,MARRIED,경기도,평택시,44,3.4
223,FEMALE,40대,직장인,SINGLE,대구시,수성구,55,4.6
224,FEMALE,20대,전문직,MARRIED,대구시,수성구,66,4.1
225,FEMALE,40대,직장인,MARRIED,서울시,강남구,66,4.8
226,FEMALE,40대,계약직,MARRIED,경기도,화성시,44,3.8
227,FEMALE,30대,자영업,MARRIED,대구시,달서구,44,3.5
228,FEMALE,30대,자영업,MARRIED,전라도,해남군,44,2.3
229,FEMALE,50대,직장인,MARRIED,충청도,청주시,55,4.5
230,FEMALE,60대 이상,계약직,SINGLE,경기도,평택시,44,3.4
231,MALE,40대,전문직,MARRIED,충청도,진천군,L,3.5
232,FEMALE,30대,직장인,MARRIED,경기도,평택시,44,3.3
233,FEMALE,50대,직장인,MARRIED,광주시,서구(광주),44,4.1
234,MALE,20대,계약직,MARRIED,광주시,광산구,L,0.2
235,MALE,30대,직장인,MARRIED,전라도,익산시,M,0.4
236,FEMALE,40대,자영업,SINGLE,광주시,북구(광주),55,7.3
237,MALE,20대,직장인,SINGLE,광주시,서구(광주),S,3.6
238,MALE,40대,자영업,SINGLE,서울시,양천구,L,3.9
239,FEMALE,60대 이상,직장인,SINGLE,경기도,포천시,44,5.7
240,FEMALE,40대,직장인,MARRIED,서울시,양천구,44,3.3
241,FEMALE,40대,직장인,MARRIED,전라도,해남군,44,4.5
242,FEMALE,50대,계약직,MARRIED,충청도,진천군,55,4.1
243,FEMALE,20대,전문직,MARRIED,전라도,해남군,44,2.1
244,FEMALE,20대,전문직,MARRIED,대구시,수성구,44,3.4
245,FEMALE,20대,전문직,SINGLE,전라도,구례군,44,5.7
246,FEMALE,50대,자영업,SINGLE,대구시,수성구,55,5.6
247,FEMALE,30대,전문직,MARRIED,광주시,서구(광주),66,2.9
248,MALE,40대,직장인,MARRIED,전라도,곡성군,L,2.7
249,FEMALE,20대,자영업,MARRIED,충청도,천안시,44,3.2
250,FEMALE,40대,직장인,MARRIED,서울시,양천구,55,2.9
251,MALE,30대,자영업,SINGLE,광주시,서구(광주),L,5.0
252,MALE,20대,직장인,SINGLE,서울시,강동구,S,3.8
253,MALE,40대,전문직,MARRIED,경기도,포천시,L,0.6
254,FEMALE,50대,직장인,MARRIED,경기도,평택시,44,1.5
255,FEMALE,30대,계약직,MARRIED,서울시,강남구,44,2.6
256,FEMALE,30대,직장인,SINGLE,경기도,가평군,55,6.2
257,MALE,50대,전문직,MARRIED,대구시,수성구,M,2.2
258,FEMALE,40대,직장인,SINGLE,경기도,평택시,66,5.5
259,FEMALE,50대,직장인,SINGLE,광주시,광산구,44,5.7
260,FEMALE,40대,자영업,MARRIED,전라도,곡성군,55,3.4
261,MALE,40대,계약직,MARRIED,서울시,양천구,S,3.0
262,MALE,30대,계약직,MARRIED,서울시,양천구,M,4.2
263,MALE,20대,직장인,SINGLE,대구시,수성구,S,3.9
264,FEMALE,30대,자영업,MARRIED,광주시,서구(광주),55,3.8
265,FEMALE,40대,자영업,SINGLE,경기도,가평군,55,3.8
266,FEMALE,20대,계약직,MARRIED,대구시,수성구,44,2.3
267,FEMALE,40대,직장인,MARRIED,서울시,마포구,55,2.0
268,FEMALE,20대,학생,MARRIED,충청도,진천군,55,4.3
269,MALE,40대,계약직,MARRIED,충청도,청주시,L,3.2
270,FEMALE,40대,직장인,MARRIED,대구시,달성군,55,3.4
271,MALE,50대,직장인,SINGLE,경상도,북구(포항시),L,3.4
272,FEMALE,50대,자영업,SINGLE,서울시,강남구,44,5.8
273,FEMALE,30대,직장인,MARRIED,서울시,양천구,66,3.2
274,FEMALE,60대 이상,계약직,MARRIED,전라도,구례군,44,1.2
275,FEMALE,30대,직장인,MARRIED,광주시,서구(광주),44,3.9
276,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,2.7
277,FEMALE,20대,전문직,SINGLE,서울시,양천구,55,6.5
278,MALE,40대,직장인,MARRIED,서울시,양천구,L,2.8
279,FEMALE,20대,자영업,MARRIED,대구시,달성군,55,4.4
280,FEMALE,30대,자영업,SINGLE,광주시,서구(광주),55,3.9
281,MALE,40대,계약직,SINGLE,충청도,홍성군,M,2.1
282,FEMALE,20대,직장인,MARRIED,서울시,양천구,44,2.7
283,FEMALE,20대,직장인,SINGLE,광주시,남구(광주),55,7.1
284,FEMALE,20대,자영업,SINGLE,서울시,강동구,55,4.4
285,MALE,20대,자영업,MARRIED,광주시,동구(광주),M,1.9
286,MALE,60대 이상,직장인,MARRIED,대구시,수성구,L,2.6
287,FEMALE,50대,전문직,MARRIED,서울시,강남구,77,2.5
288,MALE,50대,전문직,SINGLE,광주시,서구(광주),M,3.9
289,FEMALE,40대,전문직,SINGLE,대구시,달서구,44,5.5
290,FEMALE,30대,전문직,MARRIED,광주시,서구(광주),44,2.3
291,FEMALE,50대,전문직,SINGLE,서울시,강남구,44,6.9
292,MALE,50대,자영업,SINGLE,전라도,광양시,M,5.3
293,FEMALE,20대,전문직,MARRIED,광주시,서구(광주),44,3.4
294,FEMALE,40대,전문직,MARRIED,서울시,강남구,44,3.3
295,FEMALE,20대,직장인,MARRIED,광주시,동구(광주),66,3.0
296,FEMALE,30대,직장인,MARRIED,서울시,강북구,66,2.1
297,FEMALE,미상,전문직,SINGLE,대구시,수성구,66,5.7
298,FEMALE,30대,자영업,MARRIED,대구시,수성구,44,2.1
299,FEMALE,20대,직장인,MARRIED,서울시,양천구,66,3.8
300,FEMALE,60대 이상,직장인,MARRIED,대구시,수성구,66,3.1
301,FEMALE,20대,자영업,MARRIED,경상도,함안군,66,3.8
302,MALE,30대,직장인,MARRIED,광주시,서구(광주),S,0.2
303,MALE,30대,전문직,SINGLE,대구시,달성군,L,5.6
304,FEMALE,40대,직장인,MARRIED,대구시,수성구,66,4.6
305,FEMALE,30대,전문직,SINGLE,서울시,양천구,44,5.0
306,FEMALE,20대,전문직,SINGLE,대구시,달성군,66,6.3
307,MALE,30대,계약직,SINGLE,대구시,수성구,M,1.6
308,MALE,30대,전문직,SINGLE,경기도,가평군,M,1.9
309,FEMALE,40대,전문직,SINGLE,서울시,강남구,55,6.9
310,FEMALE,40대,전문직,MARRIED,충청도,홍성군,55,1.6
311,FEMALE,40대,전문직,SINGLE,경기도,가평군,66,5.0
312,FEMALE,40대,직장인,SINGLE,경기도,평택시,55,6.4
313,FEMALE,30대,전문직,MARRIED,서울시,양천구,55,4.6
314,FEMALE,40대,계약직,MARRIED,광주시,서구(광주),66,3.7
315,MALE,60대 이상,직장인,MARRIED,충청도,충주시,S,1.4
316,FEMALE,30대,직장인,MARRIED,대구시,수성구,66,5.6
317,FEMALE,30대,전문직,MARRIED,대구시,중구(대구),44,3.8
318,FEMALE,50대,직장인,MARRIED,충청도,청주시,55,2.7
319,MALE,40대,직장인,MARRIED,대구시,달서구,S,-0.0
320,FEMALE,60대 이상,직장인,SINGLE,충청도,천안시,55,7.5
321,FEMALE,50대,직장인,MARRIED,충청도,홍성군,44,2.2
322,FEMALE,30대,전문직,SINGLE,대구시,중구(대구),44,3.2
323,MALE,40대,직장인,MARRIED,전라도,구례군,L,1.9
324,FEMALE,60대 이상,계약직,MARRIED,대구시,수성구,44,3.2
325,FEMALE,50대,직장인,MARRIED,전라도,곡성군,66,3.5
326,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,6.2
327,MALE,40대,직장인,MARRIED,서울시,양천구,L,2.7
328,FEMALE,40대,자영업,MARRIED,서울시,강동구,55,4.1
329,FEMALE,40대,직장인,MARRIED,전라도,구례군,44,2.0
330,MALE,50대,전문직,MARRIED,전라도,익산시,M,2.7
331,FEMALE,40대,직장인,SINGLE,충청도,홍성군,44,6.5
332,FEMALE,20대,직장인,SINGLE,서울시,양천구,66,5.3
333,FEMALE,20대,직장인,SINGLE,경기도,화성시,44,3.9
334,FEMALE,20대,자영업,MARRIED,경기도,화성시,55,3.7
335,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),55,4.0
336,FEMALE,20대,자영업,MARRIED,광주시,광산구,44,2.2
337,FEMALE,60대 이상,전문직,SINGLE,충청도,홍성군,55,5.3
338,MALE,40대,직장인,SINGLE,광주시,서구(광주),L,5.5
339,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,4.9
340,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),44,3.2
341,FEMALE,20대,학생,MARRIED,대구시,북구(대구),44,2.2
342,FEMALE,20대,직장인,MARRIED,대구시,수성구,55,2.4
343,FEMALE,20대,직장인,SINGLE,광주시,광산구,55,4.6
344,FEMALE,50대,직장인,SINGLE,서울시,,44,5.0
345,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,7.1
346,MALE,20대,전문직,MARRIED,서울시,강남구,S,1.5
347,FEMALE,50대,자영업,MARRIED,서울시,마포구,44,4.0
348,FEMALE,50대,자영업,MARRIED,경기도,안양시,66,2.8
349,MALE,30대,직장인,SINGLE,전라도,익산시,S,3.6
350,FEMALE,40대,계약직,MARRIED,경기도,화성시,77,2.6
351,FEMALE,50대,전문직,MARRIED,서울시,양천구,66,4.4
352,MALE,60대 이상,전문직,SINGLE,충청도,청주시,L,3.7
353,MALE,50대,직장인,SINGLE,광주시,북구(광주),S,3.5
354,FEMALE,40대,전문직,MARRIED,경상도,거제시,44,3.3
355,FEMALE,20대,자영업,MARRIED,광주시,동구(광주),66,3.3
356,FEMALE,20대,계약직,SINGLE,광주시,서구(광주),55,6.0
357,MALE,50대,전문직,MARRIED,경상도,남구(포항시),,3.2
358,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,5.7
359,FEMALE,40대,전문직,MARRIED,경상도,거제시,55,1.7
360,FEMALE,30대,자영업,MARRIED,광주시,남구(광주),44,2.4
361,MALE,30대,직장인,MARRIED,광주시,서구(광주),L,1.5
362,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),55,3.1
363,MALE,50대,전문직,MARRIED,경상도,함안군,M,1.3
364,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.3
365,FEMALE,50대,자영업,MARRIED,서울시,마포구,55,5.9
366,FEMALE,20대,전문직,MARRIED,경기도,포천시,44,3.2
367,FEMALE,40대,자영업,SINGLE,경상도,거제시,66,5.6
368,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,2.6
369,FEMALE,50대,자영업,SINGLE,대구시,달서구,66,4.8
370,FEMALE,40대,직장인,MARRIED,대구시,수성구,55,4.9
371,FEMALE,20대,직장인,MARRIED,서울시,강동구,66,4.0
372,FEMALE,30대,직장인,MARRIED,경상도,거제시,44,2.8
373,FEMALE,30대,전문직,MARRIED,충청도,홍성군,44,3.6
374,FEMALE,20대,직장인,MARRIED,서울시,강북구,55,3.2
375,MALE,20대,직장인,MARRIED,광주시,북구(광주),L,0.4
376,MALE,미상,직장인,MARRIED,서울시,양천구,S,2.8
377,FEMALE,40대,전문직,MARRIED,서울시,강북구,77,5.8
378,FEMALE,20대,전문직,SINGLE,서울시,강남구,66,7.1
379,FEMALE,30대,직장인,MARRIED,충청도,충주시,44,1.9
380,FEMALE,60대 이상,자영업,MARRIED,광주시,서구(광주),44,1.4
381,MALE,40대,자영업,MARRIED,대구시,북구(대구),M,0.6
382,FEMALE,30대,전문직,SINGLE,경상도,함안군,44,3.5
383,MALE,20대,자영업,MARRIED,충청도,청주시,L,3.8
384,FEMALE,50대,직장인,MARRIED,경기도,포천시,44,4.9
385,FEMALE,40대,직장인,SINGLE,경상도,남구(포항시),55,7.3
386,FEMALE,30대,전문직,SINGLE,전라도,구례군,66,5.2
387,MALE,30대,자영업,SINGLE,대구시,수성구,L,1.2
388,FEMALE,30대,직장인,MARRIED,경기도,안양시,44,3.1
389,FEMALE,50대,직장인,MARRIED,서울시,양천구,66,3.7
390,FEMALE,20대,자영업,MARRIED,경기도,포천시,55,3.6
391,FEMALE,40대,직장인,MARRIED,서울시,강남구,44,1.9
392,FEMALE,40대,계약직,MARRIED,서울시,양천구,55,4.5
393,MALE,50대,전문직,MARRIED,광주시,광산구,S,1.9
394,FEMALE,40대,전문직,MARRIED,충청도,충주시,55,3.0
395,FEMALE,60대 이상,직장인,MARRIED,광주시,서구(광주),55,2.3
396,FEMALE,20대,자영업,MARRIED,경상도,남구(포항시),55,4.3
