CustomerID,gender,age,job,marital,province,city,size,exchange,moving_ig_num
81,MALE,20대,계약직,SINGLE,서울시,양천구,L,5.0,4
82,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),66,7.5,1
83,FEMALE,20대,계약직,MARRIED,대구시,수성구,44,2.9,1
84,MALE,40대,전문직,SINGLE,광주시,서구(광주),L,2.3,2
85,FEMALE,60대 이상,계약직,MARRIED,대구시,달성군,55,3.6,2
86,FEMALE,60대 이상,자영업,SINGLE,경기도,포천시,66,5.8,4
87,MALE,40대,전문직,MARRIED,충청도,청주시,S,0.0,3
88,FEMALE,40대,직장인,MARRIED,서울시,양천구,66,2.5,2
89,MALE,60대 이상,자영업,MARRIED,광주시,광산구,L,1.5,3
90,MALE,60대 이상,직장인,MARRIED,광주시,동구(광주),XL,0.0,5
91,FEMALE,40대,직장인,MARRIED,광주시,북구(광주),44,5.1,4
92,MALE,30대,직장인,MARRIED,광주시,광산구,L,1.7,4
93,FEMALE,30대,직장인,MARRIED,경기도,평택시,55,2.2,1
94,FEMALE,30대,자영업,MARRIED,경기도,가평군,55,3.5,2
95,FEMALE,40대,직장인,MARRIED,충청도,홍성군,44,2.6,2
96,MALE,30대,직장인,MARRIED,대구시,수성구,M,1.0,1
97,FEMALE,50대,직장인,MARRIED,광주시,서구(광주),66,5.4,2
98,FEMALE,40대,자영업,SINGLE,서울시,양천구,44,5.0,1
99,MALE,50대,자영업,MARRIED,경기도,가평군,XL,0.1,2
100,FEMALE,20대,자영업,MARRIED,경기도,평택시,66,3.3,1
101,MALE,50대,자영업,SINGLE,광주시,서구(광주),M,4.0,2
102,FEMALE,40대,직장인,MARRIED,서울시,양천구,55,2.7,3
103,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.5,5
104,FEMALE,30대,자영업,SINGLE,충청도,청주시,44,7.4,3
105,FEMALE,40대,직장인,MARRIED,충청도,충주시,44,4.7,2
106,MALE,50대,전문직,SINGLE,서울시,강남구,L,6.1,4
107,FEMALE,30대,직장인,SINGLE,광주시,남구(광주),44,4.7,3
108,FEMALE,30대,직장인,MARRIED,경상도,북구(포항시),44,3.1,1
109,FEMALE,30대,직장인,MARRIED,광주시,동구(광주),44,3.1,2
110,FEMALE,20대,자영업,MARRIED,전라도,익산시,44,2.2,1
111,FEMALE,20대,계약직,SINGLE,서울시,양천구,44,5.0,3
112,FEMALE,30대,자영업,SINGLE,광주시,북구(광주),44,5.5,3
113,FEMALE,40대,직장인,MARRIED,대구시,수성구,55,4.5,1
114,FEMALE,40대,전문직,MARRIED,서울시,양천구,55,5.0,1
115,FEMALE,40대,자영업,MARRIED,광주시,북구(광주),44,4.6,5
116,FEMALE,30대,직장인,SINGLE,서울시,강남구,55,5.0,2
117,MALE,50대,전문직,MARRIED,경상도,북구(포항시),S,2.6,3
118,FEMALE,40대,직장인,MARRIED,대구시,북구(대구),55,3.8,4
119,FEMALE,50대,자영업,MARRIED,서울시,강남구,44,4.7,2
120,FEMALE,50대,전문직,SINGLE,경상도,함안군,44,5.5,4
121,MALE,30대,자영업,SINGLE,대구시,수성구,S,4.1,4
122,MALE,40대,자영업,SINGLE,대구시,수성구,L,4.3,6
123,FEMALE,30대,직장인,MARRIED,서울시,양천구,66,4.8,3
124,MALE,40대,자영업,MARRIED,대구시,달서구,L,2.6,1
125,FEMALE,50대,자영업,SINGLE,대구시,수성구,55,6.7,4
126,MALE,40대,직장인,MARRIED,서울시,강남구,L,0.9,1
127,FEMALE,50대,계약직,MARRIED,충청도,청주시,66,3.6,1
128,FEMALE,50대,자영업,MARRIED,충청도,충주시,55,3.3,2
129,FEMALE,30대,직장인,SINGLE,충청도,진천군,55,5.6,3
130,MALE,30대,전문직,MARRIED,광주시,남구(광주),S,0.2,4
131,FEMALE,40대,직장인,SINGLE,충청도,천안시,66,4.7,0
132,MALE,60대 이상,직장인,SINGLE,대구시,수성구,L,3.6,3
133,FEMALE,50대,직장인,MARRIED,광주시,북구(광주),44,3.3,2
134,FEMALE,50대,계약직,SINGLE,경상도,하동군,55,5.3,4
135,MALE,40대,자영업,SINGLE,전라도,곡성군,L,3.2,3
136,FEMALE,60대 이상,전문직,MARRIED,경상도,남구(포항시),66,1.8,1
137,FEMALE,50대,직장인,SINGLE,서울시,강북구,44,5.6,3
138,FEMALE,30대,직장인,SINGLE,서울시,마포구,66,5.6,5
139,MALE,50대,직장인,MARRIED,경기도,포천시,L,2.3,0
140,FEMALE,60대 이상,직장인,MARRIED,대구시,수성구,44,1.0,1
141,FEMALE,60대 이상,직장인,SINGLE,광주시,북구(광주),44,4.8,3
142,FEMALE,20대,전문직,MARRIED,전라도,광양시,55,4.9,2
143,FEMALE,30대,전문직,SINGLE,경기도,가평군,44,5.4,3
144,FEMALE,40대,직장인,SINGLE,광주시,서구(광주),55,6.3,2
145,FEMALE,20대,직장인,SINGLE,대구시,달서구,55,5.1,4
146,FEMALE,20대,자영업,MARRIED,서울시,양천구,55,4.3,3
147,MALE,50대,자영업,SINGLE,서울시,양천구,S,4.0,6
148,MALE,20대,전문직,MARRIED,대구시,북구(대구),L,1.2,3
149,FEMALE,50대,전문직,MARRIED,경기도,화성시,77,4.7,1
150,FEMALE,30대,전문직,MARRIED,경기도,평택시,55,2.5,2
151,FEMALE,50대,전문직,MARRIED,경기도,평택시,44,4.4,1
152,MALE,20대,직장인,MARRIED,경상도,북구(포항시),S,0.8,3
153,FEMALE,30대,직장인,SINGLE,경기도,포천시,77,6.6,5
154,MALE,20대,학생,SINGLE,전라도,구례군,L,5.3,2
155,FEMALE,20대,전문직,MARRIED,충청도,홍성군,44,1.9,1
156,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),55,4.1,2
157,MALE,40대,직장인,MARRIED,대구시,수성구,S,2.2,3
158,FEMALE,50대,직장인,SINGLE,충청도,충주시,66,7.1,4
159,FEMALE,40대,직장인,MARRIED,충청도,홍성군,66,3.1,0
160,FEMALE,30대,계약직,SINGLE,서울시,강남구,44,5.7,3
161,FEMALE,50대,직장인,MARRIED,대구시,수성구,44,3.4,1
162,FEMALE,30대,자영업,SINGLE,전라도,해남군,55,5.8,5
163,MALE,30대,전문직,MARRIED,충청도,홍성군,S,0.0,3
164,FEMALE,40대,직장인,SINGLE,경기도,포천시,44,5.6,3
165,FEMALE,20대,자영업,SINGLE,광주시,서구(광주),55,6.5,2
166,FEMALE,30대,직장인,MARRIED,전라도,익산시,55,4.4,3
167,MALE,20대,학생,MARRIED,서울시,강남구,XL,1.0,4
168,FEMALE,20대,전문직,MARRIED,충청도,홍성군,44,3.3,1
169,MALE,20대,직장인,MARRIED,충청도,홍성군,S,0.0,4
171,MALE,30대,전문직,MARRIED,대구시,수성구,L,0.5,6
172,FEMALE,50대,전문직,SINGLE,광주시,서구(광주),55,5.3,2
173,FEMALE,50대,전문직,MARRIED,대구시,중구(대구),55,5.5,1
174,FEMALE,20대,전문직,MARRIED,광주시,서구(광주),44,2.6,1
175,FEMALE,40대,자영업,MARRIED,대구시,달성군,44,2.9,2
176,FEMALE,20대,자영업,SINGLE,경기도,평택시,66,6.2,4
177,MALE,40대,계약직,MARRIED,광주시,서구(광주),M,0.5,3
178,FEMALE,20대,학생,SINGLE,경상도,함안군,44,6.0,3
179,MALE,30대,직장인,MARRIED,경상도,하동군,L,2.9,2
180,FEMALE,20대,자영업,MARRIED,경상도,함안군,55,3.9,0
181,FEMALE,30대,전문직,MARRIED,대구시,수성구,55,5.7,3
182,MALE,40대,전문직,SINGLE,서울시,양천구,XL,4.5,3
183,FEMALE,20대,자영업,SINGLE,서울시,강남구,66,5.3,2
184,MALE,40대,직장인,MARRIED,경상도,남구(포항시),M,1.8,4
185,MALE,30대,전문직,SINGLE,광주시,광산구,L,3.2,3
186,MALE,50대,전문직,MARRIED,전라도,익산시,L,1.6,4
187,FEMALE,20대,자영업,SINGLE,대구시,수성구,44,3.9,3
188,MALE,40대,전문직,SINGLE,전라도,해남군,M,3.9,8
189,FEMALE,40대,전문직,SINGLE,경기도,안양시,66,5.2,1
190,MALE,40대,계약직,MARRIED,광주시,광산구,S,0.0,1
191,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.7,3
192,FEMALE,40대,전문직,MARRIED,충청도,홍성군,44,3.0,2
193,MALE,60대 이상,직장인,SINGLE,전라도,곡성군,M,3.5,2
194,MALE,20대,직장인,MARRIED,전라도,곡성군,XL,0.9,3
195,FEMALE,50대,직장인,MARRIED,경기도,포천시,55,3.9,2
196,FEMALE,20대,직장인,MARRIED,서울시,강북구,66,3.8,1
197,FEMALE,50대,직장인,SINGLE,경기도,평택시,44,5.4,2
198,FEMALE,30대,자영업,SINGLE,충청도,청주시,44,6.8,1
199,FEMALE,20대,직장인,MARRIED,경기도,안양시,44,3.4,2
200,FEMALE,60대 이상,직장인,SINGLE,서울시,양천구,66,5.4,1
201,MALE,20대,직장인,MARRIED,광주시,서구(광주),S,0.0,5
202,FEMALE,50대,자영업,SINGLE,광주시,북구(광주),55,5.1,2
203,FEMALE,20대,직장인,MARRIED,충청도,천안시,55,2.9,2
204,FEMALE,20대,직장인,MARRIED,전라도,광양시,55,3.6,2
205,FEMALE,50대,직장인,MARRIED,광주시,동구(광주),66,4.5,3
206,FEMALE,20대,직장인,MARRIED,경상도,남구(포항시),66,3.2,2
207,MALE,50대,계약직,MARRIED,대구시,수성구,L,1.4,1
208,MALE,50대,직장인,SINGLE,대구시,달성군,L,4.8,4
209,MALE,20대,자영업,MARRIED,광주시,동구(광주),L,3.5,3
210,FEMALE,20대,계약직,SINGLE,경기도,평택시,44,5.5,4
211,FEMALE,50대,전문직,MARRIED,광주시,광산구,55,4.5,2
212,FEMALE,20대,직장인,MARRIED,서울시,강남구,66,2.5,2
213,MALE,50대,직장인,SINGLE,대구시,수성구,M,6.1,6
214,MALE,20대,직장인,MARRIED,서울시,양천구,L,2.3,5
215,MALE,50대,직장인,SINGLE,서울시,마포구,M,4.7,5
216,MALE,30대,직장인,SINGLE,경기도,화성시,S,4.8,5
217,FEMALE,20대,직장인,MARRIED,서울시,강북구,55,3.8,2
218,FEMALE,20대,자영업,MARRIED,경기도,평택시,44,2.5,1
219,FEMALE,40대,직장인,MARRIED,충청도,충주시,55,3.5,1
220,FEMALE,50대,전문직,MARRIED,충청도,천안시,44,2.9,1
221,MALE,20대,학생,MARRIED,서울시,강남구,L,2.0,0
222,FEMALE,40대,직장인,MARRIED,경기도,평택시,44,3.4,2
223,FEMALE,40대,직장인,SINGLE,대구시,수성구,55,4.6,4
224,FEMALE,20대,전문직,MARRIED,대구시,수성구,66,4.1,2
225,FEMALE,40대,직장인,MARRIED,서울시,강남구,66,4.8,2
226,FEMALE,40대,계약직,MARRIED,경기도,화성시,44,3.8,2
227,FEMALE,30대,자영업,MARRIED,대구시,달서구,44,3.5,5
228,FEMALE,30대,자영업,MARRIED,전라도,해남군,44,2.3,2
229,FEMALE,50대,직장인,MARRIED,충청도,청주시,55,4.5,1
230,FEMALE,60대 이상,계약직,SINGLE,경기도,평택시,44,3.4,1
231,MALE,40대,전문직,MARRIED,충청도,진천군,L,3.5,1
232,FEMALE,30대,직장인,MARRIED,경기도,평택시,44,3.3,2
233,FEMALE,50대,직장인,MARRIED,광주시,서구(광주),44,4.1,3
234,MALE,20대,계약직,MARRIED,광주시,광산구,L,0.2,2
235,MALE,30대,직장인,MARRIED,전라도,익산시,M,0.4,2
236,FEMALE,40대,자영업,SINGLE,광주시,북구(광주),55,7.3,4
237,MALE,20대,직장인,SINGLE,광주시,서구(광주),S,3.6,6
238,MALE,40대,자영업,SINGLE,서울시,양천구,L,3.9,2
239,FEMALE,60대 이상,직장인,SINGLE,경기도,포천시,44,5.7,0
240,FEMALE,40대,직장인,MARRIED,서울시,양천구,44,3.3,1
241,FEMALE,40대,직장인,MARRIED,전라도,해남군,44,4.5,2
242,FEMALE,50대,계약직,MARRIED,충청도,진천군,55,4.1,1
243,FEMALE,20대,전문직,MARRIED,전라도,해남군,44,2.1,1
244,FEMALE,20대,전문직,MARRIED,대구시,수성구,44,3.4,1
245,FEMALE,20대,전문직,SINGLE,전라도,구례군,44,5.7,2
246,FEMALE,50대,자영업,SINGLE,대구시,수성구,55,5.6,2
247,FEMALE,30대,전문직,MARRIED,광주시,서구(광주),66,2.9,2
248,MALE,40대,직장인,MARRIED,전라도,곡성군,L,2.7,2
249,FEMALE,20대,자영업,MARRIED,충청도,천안시,44,3.2,1
250,FEMALE,40대,직장인,MARRIED,서울시,양천구,55,2.9,2
251,MALE,30대,자영업,SINGLE,광주시,서구(광주),L,5.0,4
252,MALE,20대,직장인,SINGLE,서울시,강동구,S,3.8,5
253,MALE,40대,전문직,MARRIED,경기도,포천시,L,0.6,3
254,FEMALE,50대,직장인,MARRIED,경기도,평택시,44,1.5,0
255,FEMALE,30대,계약직,MARRIED,서울시,강남구,44,2.6,1
256,FEMALE,30대,직장인,SINGLE,경기도,가평군,55,6.2,2
257,MALE,50대,전문직,MARRIED,대구시,수성구,M,2.2,2
258,FEMALE,40대,직장인,SINGLE,경기도,평택시,66,5.5,1
259,FEMALE,50대,직장인,SINGLE,광주시,광산구,44,5.7,5
260,FEMALE,40대,자영업,MARRIED,전라도,곡성군,55,3.4,1
261,MALE,40대,계약직,MARRIED,서울시,양천구,S,3.0,2
262,MALE,30대,계약직,MARRIED,서울시,양천구,M,4.2,4
263,MALE,20대,직장인,SINGLE,대구시,수성구,S,3.9,4
264,FEMALE,30대,자영업,MARRIED,광주시,서구(광주),55,3.8,2
265,FEMALE,40대,자영업,SINGLE,경기도,가평군,55,3.8,4
266,FEMALE,20대,계약직,MARRIED,대구시,수성구,44,2.3,2
267,FEMALE,40대,직장인,MARRIED,서울시,마포구,55,2.0,2
268,FEMALE,20대,학생,MARRIED,충청도,진천군,55,4.3,4
269,MALE,40대,계약직,MARRIED,충청도,청주시,L,3.2,4
270,FEMALE,40대,직장인,MARRIED,대구시,달성군,55,3.4,3
271,MALE,50대,직장인,SINGLE,경상도,북구(포항시),L,3.4,4
272,FEMALE,50대,자영업,SINGLE,서울시,강남구,44,5.8,3
273,FEMALE,30대,직장인,MARRIED,서울시,양천구,66,3.2,1
274,FEMALE,60대 이상,계약직,MARRIED,전라도,구례군,44,1.2,1
275,FEMALE,30대,직장인,MARRIED,광주시,서구(광주),44,3.9,3
276,FEMALE,40대,전문직,MARRIED,대구시,달서구,44,2.7,2
277,FEMALE,20대,전문직,SINGLE,서울시,양천구,55,6.5,1
278,MALE,40대,직장인,MARRIED,서울시,양천구,L,2.8,3
279,FEMALE,20대,자영업,MARRIED,대구시,달성군,55,4.4,2
280,FEMALE,30대,자영업,SINGLE,광주시,서구(광주),55,3.9,3
281,MALE,40대,계약직,SINGLE,충청도,홍성군,M,2.1,4
282,FEMALE,20대,직장인,MARRIED,서울시,양천구,44,2.7,2
283,FEMALE,20대,직장인,SINGLE,광주시,남구(광주),55,7.1,6
284,FEMALE,20대,자영업,SINGLE,서울시,강동구,55,4.4,3
285,MALE,20대,자영업,MARRIED,광주시,동구(광주),M,1.9,4
286,MALE,60대 이상,직장인,MARRIED,대구시,수성구,L,2.6,0
287,FEMALE,50대,전문직,MARRIED,서울시,강남구,77,2.5,0
288,MALE,50대,전문직,SINGLE,광주시,서구(광주),M,3.9,1
289,FEMALE,40대,전문직,SINGLE,대구시,달서구,44,5.5,2
290,FEMALE,30대,전문직,MARRIED,광주시,서구(광주),44,2.3,2
291,FEMALE,50대,전문직,SINGLE,서울시,강남구,44,6.9,3
292,MALE,50대,자영업,SINGLE,전라도,광양시,M,5.3,5
293,FEMALE,20대,전문직,MARRIED,광주시,서구(광주),44,3.4,2
294,FEMALE,40대,전문직,MARRIED,서울시,강남구,44,3.3,0
295,FEMALE,20대,직장인,MARRIED,광주시,동구(광주),66,3.0,1
296,FEMALE,30대,직장인,MARRIED,서울시,강북구,66,2.1,2
297,FEMALE,40대,전문직,SINGLE,대구시,수성구,66,5.7,2
298,FEMALE,30대,자영업,MARRIED,대구시,수성구,44,2.1,4
299,FEMALE,20대,직장인,MARRIED,서울시,양천구,66,3.8,1
300,FEMALE,60대 이상,직장인,MARRIED,대구시,수성구,66,3.1,3
301,FEMALE,20대,자영업,MARRIED,경상도,함안군,66,3.8,1
302,MALE,30대,직장인,MARRIED,광주시,서구(광주),S,0.2,3
303,MALE,30대,전문직,SINGLE,대구시,달성군,L,5.6,6
304,FEMALE,40대,직장인,MARRIED,대구시,수성구,66,4.6,0
305,FEMALE,30대,전문직,SINGLE,서울시,양천구,44,5.0,1
306,FEMALE,20대,전문직,SINGLE,대구시,달성군,66,6.3,3
307,MALE,30대,계약직,SINGLE,대구시,수성구,M,1.6,3
308,MALE,30대,전문직,SINGLE,경기도,가평군,M,1.9,4
309,FEMALE,40대,전문직,SINGLE,서울시,강남구,55,6.9,2
310,FEMALE,40대,전문직,MARRIED,충청도,홍성군,55,1.6,1
311,FEMALE,40대,전문직,SINGLE,경기도,가평군,66,5.0,3
312,FEMALE,40대,직장인,SINGLE,경기도,평택시,55,6.4,4
313,FEMALE,30대,전문직,MARRIED,서울시,양천구,55,4.6,1
314,FEMALE,40대,계약직,MARRIED,광주시,서구(광주),66,3.7,1
315,MALE,60대 이상,직장인,MARRIED,충청도,충주시,S,1.4,2
316,FEMALE,30대,직장인,MARRIED,대구시,수성구,66,5.6,1
317,FEMALE,30대,전문직,MARRIED,대구시,중구(대구),44,3.8,4
318,FEMALE,50대,직장인,MARRIED,충청도,청주시,55,2.7,2
319,MALE,40대,직장인,MARRIED,대구시,달서구,S,0.0,5
320,FEMALE,60대 이상,직장인,SINGLE,충청도,천안시,55,7.5,3
321,FEMALE,50대,직장인,MARRIED,충청도,홍성군,44,2.2,2
322,FEMALE,30대,전문직,SINGLE,대구시,중구(대구),44,3.2,3
323,MALE,40대,직장인,MARRIED,전라도,구례군,L,1.9,3
324,FEMALE,60대 이상,계약직,MARRIED,대구시,수성구,44,3.2,2
325,FEMALE,50대,직장인,MARRIED,전라도,곡성군,66,3.5,1
326,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,6.2,3
327,MALE,40대,직장인,MARRIED,서울시,양천구,L,2.7,3
328,FEMALE,40대,자영업,MARRIED,서울시,강동구,55,4.1,3
329,FEMALE,40대,직장인,MARRIED,전라도,구례군,44,2.0,1
330,MALE,50대,전문직,MARRIED,전라도,익산시,M,2.7,3
331,FEMALE,40대,직장인,SINGLE,충청도,홍성군,44,6.5,5
332,FEMALE,20대,직장인,SINGLE,서울시,양천구,66,5.3,3
333,FEMALE,20대,직장인,SINGLE,경기도,화성시,44,3.9,5
334,FEMALE,20대,자영업,MARRIED,경기도,화성시,55,3.7,1
335,FEMALE,40대,전문직,MARRIED,광주시,서구(광주),55,4.0,1
336,FEMALE,20대,자영업,MARRIED,광주시,광산구,44,2.2,2
337,FEMALE,60대 이상,전문직,SINGLE,충청도,홍성군,55,5.3,3
338,MALE,40대,직장인,SINGLE,광주시,서구(광주),L,5.5,5
339,FEMALE,20대,직장인,MARRIED,광주시,서구(광주),55,4.9,2
340,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),44,3.2,3
341,FEMALE,20대,학생,MARRIED,대구시,북구(대구),44,2.2,3
342,FEMALE,20대,직장인,MARRIED,대구시,수성구,55,2.4,1
343,FEMALE,20대,직장인,SINGLE,광주시,광산구,55,4.6,0
345,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,7.1,3
346,MALE,20대,전문직,MARRIED,서울시,강남구,S,1.5,3
347,FEMALE,50대,자영업,MARRIED,서울시,마포구,44,4.0,2
348,FEMALE,50대,자영업,MARRIED,경기도,안양시,66,2.8,1
349,MALE,30대,직장인,SINGLE,전라도,익산시,S,3.6,4
350,FEMALE,40대,계약직,MARRIED,경기도,화성시,77,2.6,3
351,FEMALE,50대,전문직,MARRIED,서울시,양천구,66,4.4,2
352,MALE,60대 이상,전문직,SINGLE,충청도,청주시,L,3.7,2
353,MALE,50대,직장인,SINGLE,광주시,북구(광주),S,3.5,4
354,FEMALE,40대,전문직,MARRIED,경상도,거제시,44,3.3,0
355,FEMALE,20대,자영업,MARRIED,광주시,동구(광주),66,3.3,3
356,FEMALE,20대,계약직,SINGLE,광주시,서구(광주),55,6.0,2
358,FEMALE,30대,직장인,SINGLE,광주시,서구(광주),44,5.7,4
359,FEMALE,40대,전문직,MARRIED,경상도,거제시,55,1.7,1
360,FEMALE,30대,자영업,MARRIED,광주시,남구(광주),44,2.4,4
361,MALE,30대,직장인,MARRIED,광주시,서구(광주),L,1.5,4
362,FEMALE,40대,직장인,MARRIED,광주시,서구(광주),55,3.1,1
363,MALE,50대,전문직,MARRIED,경상도,함안군,M,1.3,2
364,MALE,40대,직장인,SINGLE,경상도,하동군,L,3.3,5
365,FEMALE,50대,자영업,MARRIED,서울시,마포구,55,5.9,2
366,FEMALE,20대,전문직,MARRIED,경기도,포천시,44,3.2,3
367,FEMALE,40대,자영업,SINGLE,경상도,거제시,66,5.6,3
368,FEMALE,50대,직장인,MARRIED,대구시,달성군,44,2.6,2
369,FEMALE,50대,자영업,SINGLE,대구시,달서구,66,4.8,3
370,FEMALE,40대,직장인,MARRIED,대구시,수성구,55,4.9,3
371,FEMALE,20대,직장인,MARRIED,서울시,강동구,66,4.0,0
372,FEMALE,30대,직장인,MARRIED,경상도,거제시,44,2.8,1
373,FEMALE,30대,전문직,MARRIED,충청도,홍성군,44,3.6,0
374,FEMALE,20대,직장인,MARRIED,서울시,강북구,55,3.2,2
375,MALE,20대,직장인,MARRIED,광주시,북구(광주),L,0.4,3
376,MALE,30대,직장인,MARRIED,서울시,양천구,S,2.8,2
377,FEMALE,40대,전문직,MARRIED,서울시,강북구,77,5.8,2
378,FEMALE,20대,전문직,SINGLE,서울시,강남구,66,7.1,3
